name,filename,collar,pattern,pocket,main_color,sub_color,price,link,main_color_H,sub_color_H,
CITYBOY SHARP SUMMER SHIRTS (Jasmine),Musinsa_Shirt_57.jpg,Regular,solid,1,aea9c7,a09bb8,"39,000",https://www.musinsa.com/app/goods/2657246,Blue,Blue,
CITYBOY SHARP SUMMER SHIRTS (Black),Musinsa_Shirt_58.jpg,Regular,solid,1,10100e,1d1d1d,"39,000",https://www.musinsa.com/app/goods/2657237,Black,Gray,
S.DOT OXFORD SHIRTS [CITYBOY.FIT] (Cream),Musinsa_Shirt_59.jpg,Regular,solid,1,d9dce8,cdcfda,"45,500",https://www.musinsa.com/app/goods/2657176,Azure,Gray,
S.DOT OXFORD SHIRTS [CITYBOY.FIT] (Forsythia),Musinsa_Shirt_60.jpg,Regular,solid,1,e0d5bd,d5c6aa,"45,500",https://www.musinsa.com/app/goods/2657168,Orange,Orange,
S.DOT OXFORD SHIRTS [CITYBOY.FIT] (Sky),Musinsa_Shirt_61.jpg,Regular,solid,1,9cb1d8,8ea2c8,"45,500",https://www.musinsa.com/app/goods/2657167,Azure,Azure,
S.DOT OXFORD SHIRTS [CITYBOY.FIT] (Black),Musinsa_Shirt_62.jpg,Regular,solid,1,151615,262729,"45,500",https://www.musinsa.com/app/goods/2657145,Black,Gray,
린넨 퍼프 카라 셔츠,Musinsa_Shirt_63.jpg,Band,solid,etc,c9c6ce,d5d4e0,"126,000",https://www.musinsa.com/app/goods/2656688,Gray,Gray,
스카이 블루 자수 포인트 옥스포드 반팔 셔츠 (212765AY2Q),Musinsa_Shirt_64.jpg,Regular,solid,0,9bb0cf,93a8c7,"39,900",https://www.musinsa.com/app/goods/2655931,Azure,Azure,
화이트 자수 포인트 옥스포드 반팔 셔츠 (212765AY21),Musinsa_Shirt_65.jpg,Regular,solid,0,eae6e3,eeeae7,"39,900",https://www.musinsa.com/app/goods/2655928,White,White,
블랙 주름 반팔 셔츠 (352665MB25),Musinsa_Shirt_66.jpg,Notched,solid,0,0d0c0d,121011,"39,900",https://www.musinsa.com/app/goods/2655815,Black,Black,
화이트 주름 반팔 셔츠 (352665MB21),Musinsa_Shirt_67.jpg,etc,etc,0,e9e4e0,ede8e4,"39,900",https://www.musinsa.com/app/goods/2655813,White,White,
스카이블루 트위드 반팔 카디건형 셔츠 (322665LYAQ),Musinsa_Shirt_68.jpg,Band,floral,etc,c0c6c9,b1b7bb,"49,900",https://www.musinsa.com/app/goods/2655812,Gray,Gray,
라이트그린 재킷형 크롭 셔츠 (322665EY1L),Musinsa_Shirt_69.jpg,Notched,solid,1,adb7a8,a1ab9c,"49,900",https://www.musinsa.com/app/goods/2655806,Gray,Gray,
아이보리 재킷형 크롭 셔츠 (322665EY10),Musinsa_Shirt_70.jpg,Notched,solid,1,e9e0d5,e3d9ce,"49,900",https://www.musinsa.com/app/goods/2655801,Orange,Gray,
블랙 아웃포켓 크롭 셔츠 (322765CY25),Musinsa_Shirt_71.jpg,Regular,solid,etc,212125,1d1c20,"39,900",https://www.musinsa.com/app/goods/2655799,Blue,Blue,
여성 올레타 민소매 셔츠 - 화이트 / S22521WWHITE,Musinsa_Shirt_72.jpg,Regular,check,0,dcdbe1,cdccd1,"297,000",https://www.musinsa.com/app/goods/2610812,Gray,Gray,
여성 에스파르트 셔츠 - 내추럴 / S22401INATURAL,Musinsa_Shirt_73.jpg,Band,stripe,0,e6dfd2,ded6c6,"384,000",https://www.musinsa.com/app/goods/2610807,Orange,Orange,
여성 보나니 셔츠 - 화이트 / S22530AWHITE,Musinsa_Shirt_74.jpg,Band,solid,1,dbdde8,e1e4ed,"346,000",https://www.musinsa.com/app/goods/2610803,Azure,Azure,
여성 봄바르드 셔츠 - 아보카도 / S22528AAVOCADO,Musinsa_Shirt_75.jpg,Band,solid,2,7b9567,718b5b,"364,000",https://www.musinsa.com/app/goods/2610802,Chartreuse_Green,Chartreuse_Green,
FA65CH4001LA 76 타이거 긴팔 셔츠,Musinsa_Shirt_76.jpg,Regular,solid,0,323846,383e4d,"188,400",https://www.musinsa.com/app/goods/2655527,Azure,Azure,
Gloria,Musinsa_Shirt_77.jpg,Notched,solid,0,cbc390,b9af72,"129,000",https://www.musinsa.com/app/goods/2655475,Orange,Orange,
Gloria,Musinsa_Shirt_78.jpg,Notched,solid,etc,b4a696,ccc1b4,"129,000",https://www.musinsa.com/app/goods/2655474,Orange,Orange,
Gloria,Musinsa_Shirt_79.jpg,Notched,solid,etc,e9e6e6,d2cdc8,"129,000",https://www.musinsa.com/app/goods/2655473,White,Gray,
FOUNTAIN PYJAMA SHIRT (BLACK),Musinsa_Shirt_82.jpg,Notched,solid,etc,1a1919,101010,"158,000",https://www.musinsa.com/app/goods/2654816,Gray,Black,
FOUNTAIN PYJAMA SHIRT (WHITE),Musinsa_Shirt_83.jpg,Notched,solid,1,ecece9,dbd9d5,"158,000",https://www.musinsa.com/app/goods/2654812,White,Gray,
Summer loose fit half sleeve shirt - white,Musinsa_Shirt_84.jpg,etc,solid,etc,dddfe8,cccbd2,"89,000",https://www.musinsa.com/app/goods/2653477,White,Gray,
Summer loose fit half sleeve shirt - mint,Musinsa_Shirt_85.jpg,Notched,solid,0,abc5bc,bad5d2,"89,000",https://www.musinsa.com/app/goods/2653475,Spring Green,Spring Green,
소프트 터치 셔츠 카키브라운,Musinsa_Shirt_86.jpg,etc,etc,1,3.42E+36,201d20,"83,000",https://www.musinsa.com/app/goods/2652727,Magenta,Gray,
CLASSIC SHIRT SCULP (VIOLET),Musinsa_Shirt_87.jpg,Regular,solid,1,272f48,2e3856,"179,000",https://www.musinsa.com/app/goods/2652500,Azure,Azure,
메가 포피 레이스 탑 MU04M3RF1K1659,Musinsa_Shirt_90.jpg,Notched,etc,1,0a224f,03082e,"150,000",https://www.musinsa.com/app/goods/2651296,Azure,Azure,
organic half shirts(peach),Musinsa_Shirt_91.jpg,Regular,solid,0,decac0,e2cec5,"62,000",https://www.musinsa.com/app/goods/2651293,Red,Red,
오빅 트래블 셔츠 SS Ovik Travel Shirt SS M (87039),Musinsa_Shirt_92.jpg,Regular,solid,1,a69f85,9c957b,"129,000",https://www.musinsa.com/app/goods/2651037,Orange,Orange,
오빅 반팔셔츠 Ovik Shirt SS M (81923),Musinsa_Shirt_93.jpg,Regular,check,0,525a54,71786e,"119,000",https://www.musinsa.com/app/goods/2651035,Gray,Gray,
아비스코 하이크 반팔 셔츠  Abisko Hike Shirt SS (82268),Musinsa_Shirt_94.jpg,Regular,check,etc,6d8076,4d6157,"139,000",https://www.musinsa.com/app/goods/2651032,Green,Spring Green,
풀오버 하프 셔츠 [라이트 라벤더],Musinsa_Shirt_95.jpg,Regular,solid,0,d7d8e0,cccad4,"99,000",https://www.musinsa.com/app/goods/2650830,Gray,Gray,
풀오버 하프 셔츠 [라이트 스카이 블루],Musinsa_Shirt_96.jpg,Regular,solid,0,d7e1e5,c0ced5,"99,000",https://www.musinsa.com/app/goods/2650829,Gray,Gray,
웨이브 프린티드 셔츠 [라이트 민트],Musinsa_Shirt_97.jpg,Notched,solid,1,cac89b,d3d3b0,"109,000",https://www.musinsa.com/app/goods/2650826,Orange,Yellow,
웨이브 프린티드 셔츠 [터키쉬 블루],Musinsa_Shirt_98.jpg,Notched,solid,1,3495bd,66a9c8,"109,000",https://www.musinsa.com/app/goods/2650825,Cyan,Cyan,
[TERRA X WII] 콜라보 그래픽 반팔 셔츠 블랙,Musinsa_Shirt_99.jpg,Notched,floral,0,1d1a1d,918553,"69,000",https://www.musinsa.com/app/goods/2619428,Magenta,Orange,
[TERRA X WII] 콜라보 그래픽 반팔 셔츠 화이트,Musinsa_Shirt_100.jpg,Notched,floral,1,f0f1f3,242529,"69,000",https://www.musinsa.com/app/goods/2619426,White,Azure,
디테쳐블 스트라이프 셔츠 [스카이 블루],Musinsa_Shirt_101.jpg,Regular,stripe,1,aac2df,cfdeef,"119,000",https://www.musinsa.com/app/goods/2650808,Azure,Azure,
디테쳐블 스트라이프 셔츠 [라이트 그린],Musinsa_Shirt_102.jpg,Regular,stripe,1,d5dcd5,ced3ca,"119,000",https://www.musinsa.com/app/goods/2650807,Gray,Gray,
웨이브 프린티드 셔츠 [블랙],Musinsa_Shirt_103.jpg,Notched,etc,1,1f2226,393d40,"109,000",https://www.musinsa.com/app/goods/2650801,Azure,Cyan,
LFYT × KRINKTAGGING ALLOVER S/S SHIRT WHITE,Musinsa_Shirt_104.jpg,Notched,floral,0,ebebed,3b3b40,"195,000",https://www.musinsa.com/app/goods/2650462,White,Gray,
(BFHSH113 480 450) 남성 하트 로고 옥스포드 긴팔 셔츠 22SS,Musinsa_Shirt_109.jpg,ButtonDown,solid,0,e7ecf3,d9e0eb,"350,000",https://www.musinsa.com/app/goods/2650163,White,Azure,
RAGLAN A SHIRT_WHITE,Musinsa_Shirt_111.jpg,Regular,solid,1,b8b0aa,c8c1bc,"128,000",https://www.musinsa.com/app/goods/2650096,Gray,Gray,
STRIPED M SHIRT_BLUE,Musinsa_Shirt_113.jpg,Band,stripe,1,5d5a68,bfbcc3,"128,000",https://www.musinsa.com/app/goods/2650085,Blue,Gray,
STRIPED M SHIRT_RED,Musinsa_Shirt_114.jpg,Regular,stripe,1,814d51,b38c8c,"128,000",https://www.musinsa.com/app/goods/2650049,Rose,Red,
UNBALANCED PIPING SHIRT_GRAY,Musinsa_Shirt_116.jpg,Notched,solid,0,908d8c,9f9c9a,"159,000",https://www.musinsa.com/app/goods/2649941,Gray,Gray,
UNBALANCED PIPING SHIRT_WHITE,Musinsa_Shirt_117.jpg,Notched,solid,0,c3beb7,b6afaa,"159,000",https://www.musinsa.com/app/goods/2649935,Gray,Gray,
CROPPED POLKA DOT SHIRT_WHITE,Musinsa_Shirt_119.jpg,Regular,dot,1,aea39d,988d87,"128,000",https://www.musinsa.com/app/goods/2649282,Gray,Red,
SATIN LEO SHIRT_LEOPARD,Musinsa_Shirt_120.jpg,Notched,floral,0,b6aea1,a0988a,"158,000",https://www.musinsa.com/app/goods/2649279,Orange,Orange,
GOLD OVERSIZED SHIRT_WHITE,Musinsa_Shirt_121.jpg,Notched,etc,0,b3afb2,bfbcbe,"169,000",https://www.musinsa.com/app/goods/2649170,Gray,Gray,
크롭 집 폴로 셔츠 - 크림 / HL6578,Musinsa_Shirt_122.jpg,Regular,solid,0,e0dcd0,d2ccbf,"49,000",https://www.musinsa.com/app/goods/2633661,Gray,Gray,
크롭 집 폴로 셔츠 - 네이비 / HL6572,Musinsa_Shirt_123.jpg,Regular,solid,etc,1d2448,d7dce1,"49,000",https://www.musinsa.com/app/goods/2633660,Azure,Gray,
브리즈 클래식 데님 셔츠,Musinsa_Shirt_124.jpg,ButtonDown,solid,2,6f92ae,536c80,"107,000",https://www.musinsa.com/app/goods/2648803,Cyan,Cyan,
22 SUMMER 베이직 셔츠 (블랙),Musinsa_Shirt_125.jpg,Band,solid,0,1b2327,2.72E+34,"92,000",https://www.musinsa.com/app/goods/2648737,Cyan,Cyan,
22 SUMMER 베이직 셔츠 (베이지),Musinsa_Shirt_126.jpg,Band,solid,0,aaa098,a29388,"92,000",https://www.musinsa.com/app/goods/2648736,Red,Red,
린넨 카라 반팔 셔츠 베이지,Musinsa_Shirt_127.jpg,etc,solid,etc,d0c8ba,e3dccf,"125,000",https://www.musinsa.com/app/goods/2648675,Orange,Gray,
린넨 카라 반팔 셔츠 딥블루,Musinsa_Shirt_128.jpg,Notched,solid,1,333944,262d37,"125,000",https://www.musinsa.com/app/goods/2648674,Azure,Azure,
오버핏 데님 반팔셔츠 (중청),Musinsa_Shirt_129.jpg,Regular,solid,1,3f4654,484f5e,"75,000",https://www.musinsa.com/app/goods/2648461,Azure,Azure,
오버핏 데님 반팔셔츠 (흑청),Musinsa_Shirt_130.jpg,Regular,solid,1,393836,434240,"75,000",https://www.musinsa.com/app/goods/2648459,Gray,Gray,
22SS 빅 하트로고 셔츠 HSH124 655,Musinsa_Shirt_131.jpg,ButtonDown,solid,0,cbdbd9,b6c8c2,"328,000",https://www.musinsa.com/app/goods/2648397,Gray,Gray,
22SS 스몰 하트로고 스트라이프 셔츠 BFHSH113 471 004,Musinsa_Shirt_132.jpg,ButtonDown,stripe,0,d2d3d9,ebebf1,"340,000",https://www.musinsa.com/app/goods/2648395,Gray,White,
Tailored Collar Shirt (2colors),Musinsa_Shirt_133.jpg,Notched,solid,1,d2c4bd,c1b3ab,"96,000",https://www.musinsa.com/app/goods/2648306,Red,Red,
BASIC LINEN SHIRT_GREEN,Musinsa_Shirt_134.jpg,Regular,solid,0,2b3437,222b2e,"158,000",https://www.musinsa.com/app/goods/2648256,Cyan,Cyan,
빅하트 로고 옥스포드 셔츠 HSH124 480 441 AQUA,Musinsa_Shirt_135.jpg,Regular,solid,0,bed0d0,c6d8d8,"274,000",https://www.musinsa.com/app/goods/2648215,Gray,Gray,
하트 로고 포플린 셔츠 HSH123 469 450 SKY BLUE,Musinsa_Shirt_136.jpg,Regular,solid,0,bed9ee,b3cee5,"259,000",https://www.musinsa.com/app/goods/2648213,Cyan,Cyan,
여성 하트 로고 옥스포드 셔츠 FSH091 480 441 AQUA,Musinsa_Shirt_137.jpg,Regular,solid,0,cddcd9,bfcfcc,"259,000",https://www.musinsa.com/app/goods/2648182,Gray,Gray,
하트 로고 포플린 셔츠 HSH123 469 441 AQUA,Musinsa_Shirt_138.jpg,Regular,solid,0,d3ded5,cad5cc,"259,000",https://www.musinsa.com/app/goods/2648163,Gray,Gray,
boxy cotton shirt (off white),Musinsa_Shirt_139.jpg,Notched,solid,etc,b4b0a2,c1bfb3,"128,000",https://www.musinsa.com/app/goods/2647157,Orange,Gray,
갤러리 리넨 릴랙스 셔츠 (WHITE-ORANGE),Musinsa_Shirt_141.jpg,ButtonDown,solid,etc,f0e5e8,eec5bb,"97,000",https://www.musinsa.com/app/goods/2647116,White,Red,
갤러리 리넨 릴랙스 셔츠 (WHITE-PINK),Musinsa_Shirt_142.jpg,ButtonDown,etc,0,f1dfec,f4b8d2,"97,000",https://www.musinsa.com/app/goods/2647115,Magenta,Rose,
갤러리 리넨 릴랙스 셔츠 (WHITE-GREEN),Musinsa_Shirt_143.jpg,Notched,etc,1,e0efe8,b9e8c1,"97,000",https://www.musinsa.com/app/goods/2647110,Spring Green,Green,
Tencel Double Pocket Trim Half Shirt - Sky Blue,Musinsa_Shirt_144.jpg,Regular,solid,1,c6cfe4,b4c0da,"109,000",https://www.musinsa.com/app/goods/2646784,Azure,Azure,
Tencel Double Pocket Trim Half Shirt - White,Musinsa_Shirt_145.jpg,Regular,solid,1,efeff1,e6e6e9,"109,000",https://www.musinsa.com/app/goods/2646783,White,White,
모노그램 스트레치 포플린 SHERWOOD 8032311 A1222 남자 반팔 셔츠슬림핏,Musinsa_Shirt_146.jpg,Regular,solid,0,2c2f47,202336,"439,000",https://www.musinsa.com/app/goods/2646439,Azure,Azure,
[Package]시티보이 빅오버 옥스포드 셔츠_7 Color,Musinsa_Shirt_147.jpg,Regular,solid,0,e2e1e2,e8e7e9,"94,000",https://www.musinsa.com/app/goods/2646350,Gray,White,
시티보이 빅오버 옥스포드 셔츠_Hale Navy,Musinsa_Shirt_148.jpg,Regular,solid,0,373f4d,29303a,"47,000",https://www.musinsa.com/app/goods/2646330,Azure,Azure,
시티보이 빅오버 옥스포드 셔츠_Almond Beige,Musinsa_Shirt_149.jpg,Regular,solid,0,b6b1ad,c6c1be,"47,000",https://www.musinsa.com/app/goods/2646328,Gray,Gray,
시티보이 빅오버 옥스포드 셔츠_Charcoal,Musinsa_Shirt_150.jpg,Regular,solid,0,27292b,37393c,"47,000",https://www.musinsa.com/app/goods/2646327,Gray,Gray,
시티보이 빅오버 옥스포드 셔츠_Sunny Yellow,Musinsa_Shirt_151.jpg,Regular,solid,0,d6c69e,e0d1ab,"47,000",https://www.musinsa.com/app/goods/2646326,Orange,Orange,
22FW 클래식 스케일 체크 셔츠 8020966 A7028,Musinsa_Shirt_152.jpg,Regular,check,2,a88a69,705b45,"551,000",https://www.musinsa.com/app/goods/2646255,Orange,Orange,
22FW 클래식 삼선 옥스포드 셔츠 MWL010E 06177 480,Musinsa_Shirt_153.jpg,Regular,solid,0,a9b6d0,bbc8e1,"576,000",https://www.musinsa.com/app/goods/2646252,Azure,Azure,
22SS 하트로고 데님 셔츠 E22HSH114 402,Musinsa_Shirt_154.jpg,Regular,solid,0,191a1d,0f1011,"426,000",https://www.musinsa.com/app/goods/2646243,Azure,Black,
SPELL MONOGRAM BASEBALL JERSEY BLACK,Musinsa_Shirt_155.jpg,etc,solid,2,1e1b22,18151c,"149,000",https://www.musinsa.com/app/goods/2645783,Blue,Blue,
SPELL MONOGRAM BASEBALL JERSEY RED,Musinsa_Shirt_156.jpg,Band,floral,0,ed1336,e6052f,"149,000",https://www.musinsa.com/app/goods/2645782,Rose,Rose,
